Provinsi,Kategori,Nama Usaha,Alamat Usaha,Nomor Telepon,Email,Website
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT DEWI SARTIKA,"JL BEDAGAI KOTAPINANG, KOTA PINANG, KEC.",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM CD R HFAISAL HARAHAP 7,"JL ISTANA, KOTA PINANG, KEC. KOTA PINANG 21464",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU AYAH BUNDA,"JL LINTAS SUMATERA, KAMPUNG PAJAK, KEC. NA IX-X 21454",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT AVICENA,"JL LINTAS SUMATERA SIRANGGONG, DAMULI PEKAN, KEC. KUALUH SELATAN 21457",085206217091,rsuavicena22@gmail.com,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"RUMAH SAKIT PN 111 MEMBANG MUDA, PT","DSN V , PERKEBUNAN MEMBANG MUDA, KEC. KUALUH HULU 21457",0624-92132,rmma@email.ptpn3.co.id,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRODIA,"JL SM RAJA NO 74 SIBOLGA, PANCURAN GEROBAK, KEC. SIBOLGA KOTA 22523",0631-22539,sibolga@prodia.co.id,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS METTA MEDIKA,"JL SUTOYOSISWOMIHARJO, PASAR BARU, KEC. SIBOLGA KOTA 22522",0631-25007 Ext: 25008; 0631-25006,mettamedika@gmail.com,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU DR FL TOBING SIBOLGA,"JL DR F L TOBING NO 35, KOTA BERINGIN, KEC. SIBOLGA KOTA",,tunggulsitanggang@yahoo.co.id,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT HADI HUSADA,"JL JEND SUDIRMAN NO 26 LK 3, KARYA, KEC. TANJUNG BALAI SELATAN 21314",0623-92707,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"HORAS INSANI ABADI, PT","JL MEDAN KM 25 RT. 03/RW. 02, NAGAPITU, KEC. SIANTAR MARTOBA 21138",0622-433444,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT HARAPAN,"JL FAREL PASARIBU NO 21 RT. 03/RW. 01, SUKAMAJU, KEC. SIANTAR MARIHAT 21127",0622-21612,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT TENTARA,"JL GUNUNG SIMANUKMANUK RT. 2/RW. 2, TELADAN, KEC. SIANTAR BARAT 21115",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT TIARA,"JL MENAMBIN NO 4/RW. 01, TIMBANG GALUNG, KEC. SIANTAR BARAT 21116",0622-27167,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM DR DJASAMEN SARAGIH,"JL SUTOMO NO 230, SIMALUNGUN, KEC. SIANTAR SELATAN",0622-23824,djasamen_rsud@yahoo.co.id,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"VITA INSANI, PT","JL MERDEKA NO 329 RT. 09/RW. 04, PAHLAWAN, KEC. SIANTAR TIMUR 21132",0622-22520,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"MEDICA NUSANTARA, PT","JL JEND SUDIRMAN/RW. 03, SRI PADANG, KEC. RAMBUTAN 20615",0621-24748; 0621-23987,,www.rsu-spmn.com
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS NATAMA,"JL KARTINI LK 01, TEBING TINGGI LAMA, KEC. TEBING TINGGI KOTA 20632",0621-24404,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD DR H KUMPULAN PANE,"JL KUMPULAN PANE NO 226 LK 5, BANDAR UTAMA, KEC. TEBING TINGGI KOTA 12740",0621-21967,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BAYANGKARA,"JL PAHLAWAN NO 17, RAMBUNG, KEC. TEBING TINGGI KOTA 20633",0621-326701,rsbtt@yahoo.co.id,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ERNA,"JL GEREJA LK 3, TEBING TINGGI LAMA, KEC. TEBING TINGGI KOTA 20632",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"INNI HAPPY DREAM, PT","JL B KATAMSO NO 5, KAMPUNG BARU, KEC. MEDAN MAIMUN 20152",082160790122,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PRAMITA, PT","JL DIPONEGORO NO 37, MADRAS HULU, KEC. MEDAN POLONIA 20151",061-4523285,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"BIRO TRI SETIA BUANA KARSA, PT","JL HM SAID NO 23, GAHARU, KEC. MEDAN TIMUR 20235",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"CINTA KASIH, PT","KOMP CBD POLONIA BLOK CC-78, SUKA DAMAI, KEC. MEDAN POLONIA 20157",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,DOCTOR'S LAB,"JL ASIA NO 264J, SEI RENGAS II, KEC. MEDAN AREA 20214",061-7353777,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,DRG SUKIANDI N DRG IDA IRAWATY,"LT 4 NO 450 SUN PLAZA, MADRAS HULU, KEC. MEDAN POLONIA",061-4501811,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,EENCER CENTER RADIOTRAPI,"DISEI BINGGI LK 01, SEI SIKAMBING D, KEC. MEDAN PETISAH 20119",061-4147646; 061-4564572,rsu.jinaastreica@ml.com,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"EYE HOSPITAL, CV","JL SEI MENCIRIM NO 77, BABURA, KEC. MEDAN BARU 10154",061-4522886; 061-522773,rsmatam77@gmail.com,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"FENG HUAN, PT","JL SUKAMULYA 869 RT. 01, A U R, KEC. MEDAN MAIMUN 20151",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,GRAND MADANI CLINIC,"KOMP SETIA BUDI POINT BLOK E NO 12-13, TANJUNG SARI, KEC. MEDAN SELAYANG 20132",061-8222345,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KANTOR PELAYANAN INFORMASI,"JL ASIA MEGA MAS BLOK DD NO 6, SUKARAMAI II, KEC. MEDAN AREA 20216",061-7773666,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK,"JL BUNGAN RAYA GG ROS, ASAM KUMBANG, KEC. MEDAN SELAYANG 20133",082165550800,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK (DR ROINTAN),"JL DI PANJAITAN NO 153-A/RW. 11, BABURA, KEC. MEDAN BARU 20154",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK BUNDA,"JL SM RAJA NO 17 RT. 11, KOTA MATSUM III, KEC. MEDAN KOTA 20215",085262417992,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK DINDA,"JL AMALIUN GG KP BOYAN, KOTA MATSUM IV, KEC. MEDAN AREA 20215",081361745250,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK DINDA,"JL AMALIUN NO 69, KOTA MATSUM IV, KEC. MEDAN AREA 20215",081381775260,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK ESTETIKA SEMARANG,"JL ABDULLAH LUBIS NO 36, BABURA, KEC. MEDAN BARU 20154",061-4579899; 061-4563797,,www.klinikestetika.com
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK HASANUDDIN,"JL SETIA BUDI NO 146 LK 13, TANJUNG REJO, KEC. MEDAN SUNGGAL 20122",081360188076,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK MHC,"JL SEI TUAN NO 2, BABURA, KEC. MEDAN BARU 20154",085270735841,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK RASYIDAH,"JL D IPANAIN NO 144 MEDAN LK 03, SEI SIKAMBING D, KEC. MEDAN PETISAH 20419",061-4148722,ksghrasyidamedan@gmail.com,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK UTAMA BINA ATMA,"JL HOS COKROAMINOTO NO 122, PANDAU HULU II, KEC. MEDAN AREA",069-4520757,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,LABORATORIUM KLINIK PRAMITA I,"JL HM YAMIN, SIDODADI, KEC. MEDAN TIMUR",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,MARTHA FRISKA HOSPITA L,"JL BRIGJEND KATAM SO GG MERIAM NO 1, A U R, KEC. MEDAN MAIMUN 20151",061-4149666; 061-4154761,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"MARTUA PELITA ABADI RS, PT","JL SM RAJA MEDAN, SUDI REJO II, KEC. MEDAN",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"MEDAN ORTHOPAEDIC, PT","JL MESJID NO 3 LK 7, TANJUNG REJO, KEC. MEDAN SUNGGAL 20122",082166228877,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,MITRA SEJATI,"JL ABDUL HARIS NASUTION NO 8, PANGKALAN MASYHUR, KEC. MEDAN JOHOR 20143",082168836965,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,MMC KLINIK,"KOMPS MULTATULU BLOK BB 56-57 RT. 01/RW. 01, H A M D A N, KEC. MEDAN MAIMUN 20151",061-4535522,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,MODERN HEALTH CONSULTANCY AND SERVICE CENTRE,"KOMP MULTATULI BLOK B B NO 50 , H A M D A N, KEC. MEDAN MAIMUN 20151",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK DOKTER GIGI,"JL ACEH NO 75 LK 3, PANDAU HULU I, KEC. MEDAN",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRODIA,"JL S PARMAN, PETISAH HULU, KEC. MEDAN BARU 20153",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,R S U SARI MUTIARA MEDAN,"JL KAPTEN MUSLIM, DWI KORA, KEC. MEDAN HELVETIA 20123",061-8451812,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS AZZAKIYAH,"JL MUSTAFA NO 4A/18, GLUGUR DARAT I, KEC. MEDAN TIMUR 20238",061-6612508; 061-6621,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS COLUMBIA ASIA MEDAN,"JL LISTRIK NO 2A, PETISAH TENGAH, KEC. MEDAN PETISAH",061-4566368; 061-4566585,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS MARTA FRISKA,"JL KLY SUDARSO KM 6, TANJUNG MULIA, KEC. MEDAN DELI",061-6610910; 061-6612005,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS MITRA MEDIKA,"JL FL YOS SUDARSO, TANJUNG MULIA, KEC. MEDAN DELI 20241",061-6640999,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS MURNI TEGUH,"JL JAWA NO 2, GANG BUNTU, KEC. MEDAN TIMUR 20231",061-8050188,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS PELINDO,"JL KAPT R SULIAN, BELAWAN BAHAGIA, KEC. MEDAN BELAWAN 20413",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS PERMATA BUNDA,"JL SISINGAMANGARAJA NO 07, M E S J I D, KEC. MEDAN KOTA",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS SWASTA MADANI,"JL AR HAKIM NO168, SUKARAMAI I, KEC. MEDAN AREA 20216",061-7345911; 061-7347043,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA BADRUL AINI,"LORONG SUKRI NO 18, 20, TEGAL SARI III, KEC. MEDAN AREA",061-7364315; 061-7352381,badrulaini.rsia@gmail.com,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA STELLA MARIS,"JL SAMANHUDI NO 20, J A T I, KEC. MEDAN MAIMUN 20152",061-4158383; 061-4157088,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"RSU BUNDA THAMRIN, PT","JL SEI BATANG HARI NO 30 LK 1, BABURA, KEC. MEDAN SUNGGAL 20121",061-4553918,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU IMELDA,"JL BILAL RT. 05/RW. 05, PULO BRAYAN DARAT I, KEC. MEDAN TIMUR 20239",061-6610072; 061-66181157,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU METHODIST,"JL HARMONIKA BARU PS 1 , PADANG BULAN SELAYANG II, KEC. MEDAN SELAYANG 21131",061-8222264,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU PROF DR BOLONI,"JL MONGONSIDI NO 11, POLONIA, KEC. MEDAN POLONIA 20157",061-4154637; 061-4154621,bolonihospital@yahoo.com,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU S HAJAR,"MEDAN BARU, MERDEKA, KEC. MEDAN BARU 20154",061-8213187; 061-8215771,rsusitihajar@yahoo.com,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU SUNDARI,"JL TB SIMATUPANG LK 9, LALANG, KEC. MEDAN SUNGGAL 20127",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU VINA ESTERICA,"JL ISKANDAR MUDA LK 01, SEI SIKAMBING D, KEC. MEDAN PETISAH 20119",081377440554,rsvvinaesmica@gmail.com,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUP H ADAM MALIK,"JL BUNGA LAU NO 17 LK III, KEMENANGAN TANI, KEC. MEDAN TUNTUNGAN 20136",061-8364581; 061-8360255,admin@rsham.co.id,www.rsham.com
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ADENIN ADENAN,"JL SM RAJA NO 8 LK 6, M E S J I D, KEC. MEDAN",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ADVENT,"SEI SIKAMBING, SEI SIKAMBING D, KEC. MEDAN PETISAH",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BAHAGIA,"JL BAHAGIA NO 85, TELADAN TIMUR, KEC. MEDAN",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BANDUNG,"JL MISTAR, SEI PUTIH BARAT, KEC. MEDAN PETISAH 20118",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT DELI,"JL MERBABU NO 18 LK 6, PUSAT PASAR, KEC. MEDAN KOTA 20212",061-4565229; 061-4552361,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ISLAM MALAHAYATI,"JL PANGERAN DIPONEGORO NO 2-4, PETISAH TENGAH, KEC. MEDAN PETISAH",061-4518766,personaliamalahayati@yahoo.co.id,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT JIWA,"JL TALI AIR NO 23 LK 4, M A N G G A, KEC. MEDAN TUNTUNGAN 20141",061-8360542; 061-8360542,rsjprovsu@gmail.com,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT MATERNA,"JL UMAR 9-11, PETISAH TENGAH, KEC. MEDAN PETISAH 20112",061-4514222,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT METHODIST,"JL THAMRIN NO 101 6, SEI RENGAS PERMATA, KEC. MEDAN AREA 20215",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ROSIVA,"JL BANGKA NO 15, GANG BUNTU, KEC. MEDAN TIMUR 20231",061-4510522,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ROYAL PRIMA DR DELITHEO,"JL ABDUL HAMID NO 619A LK 5, SEI PUTIH TENGAH, KEC. MEDAN PETISAH 20118",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT SARAH,"JL BAJA RAYA NO 10, PETISAH TENGAH, KEC. MEDAN PETISAH 20112",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT SUFINA AZIS,"JL KARYA BARU, HELVETIA TIMUR, KEC. MEDAN HELVETIA 20124",061-8441111,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM BINA KASIH MEDAN,"JL TB SIMATUPANG 148 LK IV RT. 11/RW. 11, SUNGGAL, KEC. MEDAN SUNGGAL 20128",061-8475111,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM DAERAH DR PIRNGADI,"JL PROF HM YAMIN SH NO 47, PERINTIS, KEC. MEDAN TIMUR",061-4536022; 061-4521223,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT WULAN WINDI,"JL MARELAN RAYA LK 35, RENGAS PULAU, KEC. MEDAN MARELAN 20255",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SUNATAN,"JL HALAT NO 131 B, KOTA MATSUM II, KEC. MEDAN AREA 20215",061-7351052,,www.infosunat.com
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAN SAKIT ANUGRAH,"JL NIBUNG RAYA NO 24 28 LK 16, PETISAH TENGAH, KEC. MEDAN PETISAH 20112",061-4149785,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,SANTA ELISABETH,"JL HAJI MISBAH NO 7, J A T I, KEC. MEDAN MAIMUN",061-4144737; 061-4143168,rsemdn@yahoo.co.id,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"SUDIRA, PT","KOMP LEGIAN TOWN HOUSE NO 1 0, HELVETIA TENGAH, KEC. MEDAN HELVETIA",0611-42085930,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"SUMATERA CAHAYA MANDIRI, PT","JL ISKANDAR MUDA NO 278-280, PETISAH TENGAH, KEC. MEDAN PETISAH 20112",061-4525058,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,TRAMEDIKA MEDAN,"PERUM VILLA SETIA BUDI GARDER JL ABDUL HAKIM, TANJUNG SARI, KEC. MEDAN SELAYANG 20132",081327000100,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"TRISETA BUANA KARSA, PT","RUKO METROLINK BLOK B NO 3, JL AH NASUTION, PANGKALAN MASYHUR, KEC. MEDAN JOHOR 20146",061-42078219,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,YAYASAN KARYA KASIH,"JL MONGONSI DI UJUNG NO 2 , POLONIA, KEC. MEDAN POLONIA 20157",061-4573046,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK THAMRIN,"JL VETERAN NO 15, TANGSI, KEC. BINJAI KOTA",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"KLINIK HELVETIA VII, PT","JL SOEKARNO HATTA NO 18 LK 4, TIMBANG LANGKAT, KEC. BINJAI TIMUR 20732",082277197869,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PRODIA , PT","JL JEND SUDIRMAN, TANGSI, KEC. BINJAI KOTA 20714",061-8828269,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS ARTHA MEDICA,"JL SAMANHUDI NO 22 , SATRIA, KEC. BINJAI KOTA 20714",061-8827677; 061-8830757,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS SYLIVANI,"JL PERINTIS KEMERDEKAAN, PAHLAWAN, KEC. BINJAI UTARA 20743",061-80045925,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS UMUM RASKITA,"JL JAMIN GINTING LK I, TANAH SERIBU, KEC. BINJAI SELATAN 20726",061-8825864,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU DRRM JOELHAM BINJAI,"JL SULTAN HASANUDDIN 9, KARTINI, KEC. BINJAI KOTA",061-8821372; 061-8830461,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU LATERSIA,"JL SOEKARNO HATTA LK 1, SUMBER KARYA, KEC. BINJAI TIMUR 20737",085207766100,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT TENTARA BINJAI,"JL BANDUNG NO 4, RAMBUNG BARAT, KEC. BINJAI SELATAN 20723",061-8827705,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,SAKIT BANGKATAN,"RAMBUNG BARAT, KEC. BINJAI SELATAN",,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PRODIA, PT","JL SUDIRMAN NO 52, WEK II, KEC. PADANGSIDIMPUAN UTARA 22718",0634-7366622,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU PADANG SIDEMPUAN,"JL KENANGA, UJUNG PADANG, KEC. PADANGSIDIMPUAN SELATAN 22725",0634-21251; 0634-21251,rsud_padangsidimpuan@yahoo.com,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT INANTA,"JL SISINGAMANGARAJA NO 85, WEK V, KEC. PADANGSIDIMPUAN SELATAN 22726",0634-21451,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT TNI AD,"JL SUDIRMAN, LOSUNG BATU, KEC. PADANGSIDIMPUAN UTARA 22713",0634-27391,rumkitpsp@yahoo.com,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU BETHESDA,"JL DIPONEGORO, SIFALAETE TABALOHO, KEC. GUNUNG SITOLI 22815",0639-323316,,
SUMATERA UTARA,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD GUNUNG SITOLI,"JL DR CIPTO MANGUNKUSUMO NO 15, PASAR GUNUNG SITOLI, KEC. GUNUNG SITOLI 22013",0639-21474; 0639-21474,rsudgusit@yahoo.co.id,
SUMATERA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"ABDI NAGARI, PT","JL RAWANG, PAINAN, KEC. IV JURAI 25611",0756-22158,,
SUMATERA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD DR M ZEIN,"JL RIVA'I, PAINAN, KEC. IV JURAI 25611",0756-21428 Ext: 25611,,
SUMATERA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD SIJUNJUNG,"JL LINTAS SUMATERA JORONG GANTING, SIJUNJUNG, KEC. SIJUNJUNG 27553",081374650850,,
SUMATERA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU BATUSANGKAR,"KOTO, PAGARUYUNG, KEC. TANJUNG EMAS 27281",0752-71008,,
SUMATERA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD LUBUK BASUNG,"JL MOH HATTA, LUBUK BASUNG, KEC. LUBUK BASUNG 26415",,,
